,type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1213,label,side:2,tlow,,,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,text,出,2,-,7,整量,公募,自营,AA,其他,中债,资信,AA+,对券,~,\,n,出,隔夜,各种,量,3,点半,还款,~,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,label,side:2,tlow,,thigh,,,,tag:11,,,,tag:11,,,,,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,text,出,7,天,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,label,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,text,换,3,天,1,个,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,label,,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,text,出,中债,在,账,隔夜,1.4,亿,，,上午,还款,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,label,side:2,,,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,text,出,3000W,隔夜,早,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,label,side:2,total,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,text,临时,出,中债,隔夜,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,label,,side:2,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,text,出,1,个,隔夜,一笔,出,中债,最好,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,label,side:2,,,tlow,,side:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,text,出,7d,2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,text,出,隔夜,1800w,在,账,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,text,借,中债,隔夜,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,label,side:1,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,text,出,隔夜,1,亿,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,label,side:2,tlow,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,text,出,2.6,亿,隔夜,质押,，,押券宽松,，,价高,，,限非银,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,label,side:2,total,i_total,tlow,mode:102,,mode:102,,,,tag:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,text,借,隔夜,买断,大量,押利率,求,上岸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,label,side:1,tlow,mode:103,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,text,出,：,隔夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,label,side:2,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,text,出,10,-,14,天,整量,价优,\,n,出,21,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,label,side:2,tlow,,thigh,i_thigh,,,,,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,text,诚借,上午,到,账,1,-,7,天,资金,",",押利率,，,求金主,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,label,side:1,,,,tlow,,thigh,i_thigh,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,text,出,7D,出,1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,label,side:2,tlow,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,text,出,隔夜,6600w,中债,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,label,side:2,tlow,total,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,text,出,隔夜,1E,中债,四点,还款,押,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,label,side:2,tlow,total,,,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,text,出,或,换,隔夜,3000w,（,在,账,的,）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,label,side:2,,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,text,出,资金,，,押利率,，,限银行,或,农商行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,label,side:2,,,tag:10,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,text,换,3000,万,，,隔夜,或,7,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,label,,total,i_total,,tlow,,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,text,出,14,天,5400,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,text,出,1M,价优,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,text,出,7D,，,押信用,，,整量,\,n,出,7D,，,押利率,，,整量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,label,side:2,tlow,,tag:11,,,,,side:2,tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,text,出,21,天,，,限银行,押利率,，,需,授信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,label,side:2,tlow,i_tlow,,tag:16,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,text,借,在,帐,隔夜,，,9000,+,3000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,label,side:1,,,tlow,,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,text,出,7d,1500w,限公募,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,text,出,上清,7,天,2000w,在,DVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,label,side:2,tag:13,tlow,i_tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,text,出,隔夜,7000,万,在,账,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,text,出,隔夜,，,券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,text,出,隔夜,0.4,e,+,0.5,e,押上清,AA+,\,n,价格,美丽,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,label,side:2,tlow,total,i_total,,total,i_total,tag:13,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,text,换,隔夜,2000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,label,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,text,出,7D,9500,万,押,AA,非,负面,净价,打折,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,label,side:2,tlow,total,i_total,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,text,出,2,-,7,天,3000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,label,side:2,tlow,,thigh,i_thigh,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,text,换,7d,1000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,label,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,text,出,7d,0.16,+,0.13,限公募,\,n,公募,户,低价,huan,7d,2100w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,label,side:2,tlow,,,,,,,,,,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,text,出,隔夜,2.6,e,+,8000w,在,帐,+,2000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,label,side:2,tlow,total,i_total,,total,,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,text,出,隔夜,1900,3,点前,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,text,出,5300W,11D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,label,side:2,total,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,text,出,4k,隔夜,早,回款,，,借,2k,隔夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,label,side:2,total,tlow,,,,side:1,total,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,text,出,7d,-,13d,1.5,E,上清,~,\,n,出,上交所,协议回购,4d,4000w,价优,~,~,~,\,n,欢迎,小窗,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,
1297,label,side:2,tlow,,thigh,total,i_total,tag:13,,,,side:2,,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,text,出,隔夜,7200w,+,4900w,；,4d,2900,押券,国企,aa,不限,户,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,label,side:2,tlow,total,,total,,tlow,,mode:102,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,text,换,中债,隔夜,资金,8000W,，,压券宽松,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,label,,,tlow,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,text,\,n,出,隔夜,1E,上清,押,国企,AA+,以上,存单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,label,,,side:2,tlow,total,tag:13,mode:102,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,text,出,秒,到,隔夜,7000,万,",",押利率,，,早,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,label,side:2,,,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,text,出,隔夜,，,出,5,天,，,出,14,天,-,1M,，,出,隔夜,，,出,5,天,，,出,14,天,-,1M,，,出,隔夜,，,出,5,天,，,出,14,天,-,1M,,,,,,,,,,,,
1307,label,side:2,tlow,,side:2,tlow,i_tlow,,side:2,tlow,i_tlow,,tlow,,side:2,tlow,,side:2,tlow,i_tlow,,side:2,tlow,i_tlow,,tlow,,side:2,tlow,,side:2,tlow,i_tlow,,side:2,tlow,i_tlow,,tlow,,,,,,,,,,,,
1308,text,借,隔夜,-,7,天,押存单,整量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,label,side:1,tlow,,tlow,i_tlow,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,text,3.44,借,7,天,资金,4,亿,，,3.779,借,14,天,资金,，,押利率,，,求金主,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,label,,side:1,tlow,i_tlow,,total,i_total,,,side:1,tlow,i_tlow,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,text,出,上清,隔夜,4600W,，,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,label,side:2,tag:13,tlow,total,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,text,出,跨,春季,资金,，,压,aa,国企,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,label,side:2,,,,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,text,出,隔夜,可,质押,可,买断,四点,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,label,side:2,tlow,,mode:102,,mode:103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,text,出,隔夜,2k,限,上午,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,text,出,隔夜,1000,+,1000,+,1500,+,3600,在,账,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,text,出,3,亿,，,隔夜,，,押,AAA,或,AA+,存单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,label,side:2,total,i_total,,tlow,,mode:102,tag:11,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,text,借,1M,5200w,押中债,债项,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,label,side:1,tlow,total,tag:12,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,text,便宜,出,上清,隔夜,，,压券宽松,，,欢迎,小窗,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,label,,side:2,tag:13,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,text,诚借,隔夜,5500,万,-,6000,万,，,随便,押,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,label,side:1,tlow,total,i_total,,total,i_total,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,text,直连,银行,，,诚借,7,天,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,label,,,,side:1,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,text,1,.,［,同业存单,业务,］,：,天津,农商银行,同业存单,评级,是,AA+,欢迎,勾兑,。,\,n,\,n2,.,［,同业资金,业务,］,：,今天,只,询价,跨,月,资金,、,1,-,3,个,月,经常,出,资金,的,伙伴,可以,时常,碰价,。,\,n,
1333,label,,,,,,,,,,,,,tag:11,,,,,,,,,,,,,,,,,,,,,tlow,,thigh,,,,side:2,,,,,,,,,,
1334,text,出,6D,1400w,，,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,label,side:2,tlow,total,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,text,上限,借,1,-,7,天,，,押利率,，,早,还款,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,label,,side:1,tlow,,thigh,i_thigh,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,text,出,隔夜,上午,还款,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,label,side:2,tlow,,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,text,诚借,1,-,7,天,资金,押存单,中债,开门,还款,求,小窗,单笔,1,亿起,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,label,side:1,tlow,,thigh,i_thigh,,tag:14,,,,,,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,text,借,上清,隔夜,1500w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,label,side:1,tag:13,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,text,出,隔夜,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,text,借,2D,6000W,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,label,side:1,tlow,total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,text,出,6,个,月,及,以上,资金,1.5,亿,，,押利率,，,限银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,label,side:2,,,,,,,total,i_total,,tag:10,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,text,出,隔夜,资金,7000,万,，,押利率债,，,2,点,之前,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,label,side:2,tlow,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,text,出,隔夜,1e,限,直连,求,上午,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,text,借,0.3,E7D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,label,side:1,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,text,出,隔夜,1000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,text,跪出,隔夜,1.5,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,label,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,text,出,隔夜,9000,万,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,label,side:2,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,text,上限,借,隔夜,，,加点,借,14,-,21,天,押利率,，,求,匹配,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,label,,side:1,tlow,,price:2,side:1,tlow,,thigh,i_thigh,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,text,借早,到,账,隔夜,2,亿,，,押,AAA,存单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,label,,,,tlow,total,i_total,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,text,出,31,天,或者,4,个,月,质押,资金,1,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,label,side:2,tlow,i_tlow,,,,,mode:102,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,text,早,呀,，,出,7d,-,10d,国企,aa,+,\,n,出,7d,国企,aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,label,,,,side:2,tlow,,thigh,,tag:11,,,,side:2,tlow,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,text,便宜,出,8,-,11,天,1E,，,2,-,3,天,1.6,E,，,限银行,、,农信,有需要,的,伙伴,抖,我,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,label,,side:2,tlow,,thigh,i_thigh,total,,tlow,,thigh,i_thigh,total,i_total,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,text,临时,出,隔夜,两亿,，,押利率,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,label,,side:2,tlow,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,text,出,7D,和,限公募,的,14D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,label,side:2,tlow,,,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,text,封顶,借,上午,到,账,6000,万,押利率,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,label,,side:1,,,,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,text,出,隔夜,8500,万,\,n,出,上午,还款,隔夜,3200,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,label,side:2,tlow,total,i_total,,,side:2,,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,text,出,在,账,隔夜,1kw,国企,AA,限户,或,填表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,label,side:2,,,tlow,total,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,text,顶格诚,借,1,-,7,天,，,加点,8,-,14,天,资金,1,亿,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,label,,side:1,tlow,,thigh,i_thigh,,price:2,tlow,,thigh,i_thigh,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,text,出,14D,资金,，,可,质押,或,买断,，,欢迎,来,碰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,label,side:2,tlow,,,,mode:102,,mode:103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,text,出,整量,隔夜,求,还款,靠,谱,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,label,side:2,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,text,出,21,天,4000,万,押,2A,\,n,出,隔夜,4,天,6,天,整量,押,2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,label,side:2,tlow,i_tlow,total,i_total,mode:102,tag:11,,,side:2,tlow,tlow,i_tlow,tlow,i_tlow,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,text,2.5,%,出,隔夜,4000,万,，,秒,到,，,押利率,。,求,小窗,，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,label,price,i_price,side:2,tlow,total,i_total,,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,text,出,4,天,5000,万,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,label,side:2,tlow,i_tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,text,3.44,借,3,-,7,天,，,借,8,-,14,天,1.5,亿,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,label,,side:1,tlow,,thigh,i_thigh,,side:1,tlow,,thigh,i_thigh,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,text,代友,借,7D,3000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,label,,side:1,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,text,换,7D,14D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,label,,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,text,换,隔夜,5700W,",",只换,不出,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,label,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,text,出,隔夜,-,7,天,，,限银行,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,label,side:2,tlow,,tlow,i_tlow,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,text,出,隔夜,整量,\,n,公募,aa,国企,、,专户,利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,label,side:2,tlow,,,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,text,出,1,亿,资金,，,3m,-,6m,，,信用拆借,，,在,账,，,限银行,，,欢迎,小窗,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,label,side:2,total,i_total,,,tlow,,thigh,,mode:101,,,,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
